productid,avg_score,num_reviews
B002ONH4NC,2.0,2
B002ONIVX4,5.0,1
B002ONKLUA,4.0,1
B002ONKMEK,5.0,1
B002ONKMGI,5.0,1
B002ONLMG2,5.0,2
B002ONM234,5.0,2
B002ONM2O8,4.0,1
B002ONOCBY,4.0,1
B002ONOCF0,5.0,1
B002ONOD18,5.0,1
B002ONODZO,5.0,2
B002ONOE6C,5.0,1
B002ONWAWC,1.0,1
B002OOR37I,5.0,1
B002OOY09M,4.166666666666667,6
B002OSDVM0,5.0,1
B002OSFQ2I,5.0,13
B002OSFT5M,5.0,1
B002OSS32I,2.0,2
B002OTU65E,5.0,1
B002OU3R8G,3.0,1
B002OUGQ70,3.5,2
B002OUL02G,5.0,1
B002OULTLS,3.8,5
B002OUQI6O,5.0,1
B002OVC39E,5.0,1
B002OVE7JS,5.0,1
B002OVICJO,4.634146341463414,82
B002OVKB2U,2.6666666666666665,3
B002OVO5EK,4.35,20
B002OVS8KW,4.7105263157894735,38
B002OW55CA,5.0,4
B002OW8RWU,4.0,9
B002OWISNI,5.0,1
B002OXBL0Y,4.5,2
B002OXEVHO,2.5,2
B002OXEVNS,5.0,1
B002OXH0KE,5.0,1
B002OXIZOE,5.0,1
B002OXLXLG,5.0,1
B002OXNWNS,4.5,2
B002OXNXKU,5.0,1
B002OXRWK2,1.0,1
B002OXXA5S,2.0,1
B002OY0QDQ,3.3333333333333335,3
B002P042ZW,1.0,1
B002P0Q14C,5.0,1
B002P0R9QQ,5.0,3
B002P0RRPY,4.0,2
B002P1INQA,2.0,2
B002P1K1C4,5.0,2
B002P23I50,3.2666666666666666,15
B002P2P8TE,3.2,5
B002P2RL8A,4.2727272727272725,22
B002P2RMGQ,5.0,13
B002P2V7BW,5.0,1
B002P323DC,1.0,1
B002P3C134,4.6,5
B002P4FV1W,5.0,1
B002P59VSA,4.4,5
B002P5D37K,5.0,1
B002P5E1EE,5.0,1
B002P6CL7C,3.0,5
B002P6E9E0,4.5,8
B002P6FSVS,3.0,5
B002P6M0EG,5.0,1
B002P936UK,3.769230769230769,13
B002P99DOI,3.0,2
B002P9D3GC,5.0,2
B002P9D704,3.769230769230769,13
B002P9ETUQ,5.0,1
B002P9MIJ0,1.0,3
B002P9OKSM,5.0,1
B002P9QAJE,5.0,2
B002P9QRCO,5.0,1
B002P9TAFK,4.5,4
B002PA1AVG,4.64,25
B002PA1KW0,5.0,1
B002PA3LJU,2.6666666666666665,3
B002PA6GV0,4.0,3
B002PA6UAM,4.142857142857143,7
B002PA73IA,4.0,1
B002PA7466,5.0,1
B002PAAWQU,4.666666666666667,3
B002PAHIWQ,5.0,1
B002PAJFGS,5.0,1
B002PALD4K,5.0,2
B002PANI1G,5.0,4
B002PAYL80,4.0,1
B002PB0RBO,4.161290322580645,31
B002PDYN44,5.0,1
B002PE15WG,5.0,1
B002PE1DZU,4.0,1
B002PE6E0Y,5.0,1
B002PE6P7Q,3.0,1
B002PEUZC2,3.0,1
B002PEYJSI,5.0,3
B002PEYJW4,5.0,1
B002PEYJZ6,5.0,1
B002PF1UG6,5.0,1
B002PFRY9I,4.333333333333333,6
B002PH1WB2,2.6666666666666665,3
B002PHJID6,4.0,1
B002PHOHZ0,5.0,4
B002PHQJWE,5.0,1
B002PHUHXG,5.0,1
B002PHUHZO,5.0,1
B002PI82P0,3.6666666666666665,111
B002PJ24NU,5.0,1
B002PJ6D9G,5.0,2
B002PJAZ0E,2.0,1
B002PJAZEU,5.0,1
B002PJAZV8,2.0,2
B002PJETTW,2.0,1
B002PJETZG,5.0,1
B002PJSCQS,5.0,1
B002PJSKI8,5.0,2
B002PJSMX6,4.5,4
B002PJVPNU,4.333333333333333,3
B002PKUUK8,5.0,4
B002PKZIBE,5.0,1
B002PM0538,4.0,1
B002PMCGEE,1.0,2
B002PMM7C0,5.0,1
B002PMQFLO,5.0,1
B002PMSCD8,5.0,1
B002PNAB04,3.75,4
B002PNGY28,4.35,20
B002PNIQ10,4.35,20
B002PNNNHC,5.0,1
B002PNSJGM,4.5,6
B002PNUDCU,3.2857142857142856,7
B002PNURMG,4.8,5
B002PNURNU,3.5,2
B002PNURVM,1.0,1
B002PNURYO,1.0,1
B002PNURYY,3.0,1
B002PNWIG4,4.2,5
B002PNWU44,4.5,2
B002PNWU5I,4.769230769230769,13
B002PNWU6M,4.75,4
B002PNWU76,4.428571428571429,7
B002PNWU7Q,4.363636363636363,11
B002PNWU8K,5.0,1
B002PNWUDK,5.0,1
B002PO09C8,4.75,4
B002PO09J6,5.0,1
B002PO09MS,3.5217391304347827,23
B002PO1VV6,4.5,2
B002PO1W5G,4.0,1
B002PO1W7E,2.0,1
B002PO3KBK,4.681818181818182,22
B002PO5Y46,5.0,1
B002PO73KY,5.0,2
B002PO7ZDY,1.0,1
B002PO7ZZW,5.0,1
B002PO80X8,3.0,2
B002PO8100,5.0,1
B002PO82JU,1.0,1
B002PO83LC,1.0,1
B002POMAWA,1.0,1
B002PR7FN6,4.75,4
B002PRMJ14,5.0,1
B002PRMK8Q,4.0,4
B002PSQ9PA,3.1666666666666665,6
B002PSROV8,4.75,4
B002PTSJ1Q,3.769230769230769,13
B002PTWS8Q,4.5,2
B002PX2CWY,5.0,1
B002PX8P3E,1.0,1
B002PXA712,1.0,1
B002PXC288,1.0,1
B002PXEQCS,5.0,2
B002PXG8LA,5.0,1
B002PXKB2W,4.6,5
B002PXKB72,5.0,1
B002PXNSUE,5.0,1
B002PXPQFY,4.6,5
B002PXSGA6,5.0,2
B002PY3PPQ,4.9411764705882355,17
B002PY4EU6,3.0,1
B002PYFOIC,5.0,2
B002PYFPAE,5.0,1
B002PYPUSQ,5.0,1
B002PZYWWU,5.0,1
B002Q0Z8F4,3.0,11
B002Q19R7S,4.6,5
B002Q1ZX12,5.0,1
B002Q2BK86,4.0,1
B002Q2ELXC,4.4,10
B002Q2EMBI,4.75,4
B002Q2FTC4,5.0,2
B002Q2RNXC,5.0,3
B002Q2VH2A,4.0,1
B002Q2VK2W,2.6,5
B002Q3LLSY,3.6666666666666665,3
B002Q3XMI6,3.0,1
B002Q3ZY78,2.0,1
B002Q51OEI,3.5,2
B002Q6WX10,5.0,3
B002Q732UA,1.0,1
B002Q782TG,4.142857142857143,7
B002Q7AR3U,4.125,8
B002Q7QML6,5.0,7
B002Q7RJ54,4.666666666666667,3
B002Q7RJD6,5.0,1
B002Q7RLG6,4.5,2
B002Q7RMA6,3.0,2
B002Q7RMGA,4.75,4
B002Q7RMLA,3.625,24
B002Q7RMPQ,3.5,4
B002Q7RMWE,3.125,8
B002Q7RNWI,4.0,1
B002Q7RO9U,4.0,1
B002Q7ROV8,3.0,3
B002Q7TOC0,5.0,1
B002Q7TQVY,2.3333333333333335,3
B002Q7TRDQ,4.454545454545454,11
B002Q7U94W,3.909090909090909,11
B002Q7XT76,5.0,1
B002Q7ZV54,3.0,1
B002Q7ZVHM,5.0,1
B002Q7ZYA6,1.0,2
B002Q8AC84,5.0,1
B002Q8JOSI,4.684210526315789,38
B002Q8PQAS,4.684210526315789,38
B002QBSFS0,5.0,1
B002QBXS50,5.0,1
B002QG86NO,3.0,2
B002QGEQWY,5.0,1
B002QGF55Q,5.0,2
B002QGFY1G,5.0,1
B002QGK2V8,3.4484848484848483,165
B002QGLFXM,5.0,3
B002QGOAT8,5.0,1
B002QGZ7AE,4.2,45
B002QH6BPS,5.0,1
B002QHENRQ,5.0,1
B002QHHJWW,4.166666666666667,6
B002QHKM2G,5.0,1
B002QK0RJG,5.0,1
B002QM0V0Y,5.0,2
B002QM4O3E,5.0,3
B002QM98DA,4.636363636363637,11
B002QM9CTA,3.85,20
B002QMJ4B6,4.625,8
B002QNYVE0,5.0,2
B002QO6N7M,2.0,1
B002QO87TY,1.0,1
B002QO87U8,3.1,10
B002QOA3ZK,4.0,2
B002QOE9YQ,3.0,4
B002QOF8TG,4.0,1
B002QOH5TC,4.0,2
B002QP1WEA,3.0,1
B002QP5WSW,5.0,2
B002QRSP20,5.0,2
B002QS547I,3.6,5
B002QSF4UK,3.75,4
B002QT1GW4,5.0,2
B002QT1MP0,4.0,1
B002QT1TDA,5.0,1
B002QT1U9S,2.5,2
B002QT3WMG,2.0,1
B002QT55LM,5.0,1
B002QTB5DY,1.0,1
B002QTD5AA,2.0,1
B002QTWTA2,4.714285714285714,7
B002QTWTFW,4.48,25
B002QTWTN4,3.6666666666666665,6
B002QTWTSE,4.666666666666667,6
B002QTWU4W,4.083333333333333,12
B002QTWUEC,4.0,21
B002QTXS5C,4.2,45
B002QU2ILQ,4.357142857142857,14
B002QU7ZLY,5.0,4
B002QWFT5Q,3.7777777777777777,9
B002QWHJOU,4.5886075949367084,632
B002QWJ236,3.0,2
B002QWMIQO,5.0,3
B002QWMKV2,5.0,2
B002QWOGH8,5.0,1
B002QWOGIM,5.0,3
B002QWP89S,4.5886075949367084,632
B002QWP8H0,4.5886075949367084,632
B002QWQFAO,5.0,1
B002QWQGUS,5.0,7
B002QWQH0M,5.0,2
B002QWV8N8,5.0,1
B002QWVADQ,4.75,4
B002QWZBQI,4.0,3
B002QWZC8A,5.0,1
B002QWZCRG,5.0,1
B002QWZEGU,5.0,1
B002QX18A0,2.0,1
B002QX190E,4.0,1
B002QX19J0,5.0,2
B002QX38I0,5.0,3
B002QX39SY,5.0,1
B002QX3B2I,5.0,2
B002QX3B3W,5.0,1
B002QX4SLG,5.0,1
B002QX6AR6,1.0,1
B002QX6CO2,5.0,1
B002QX81LO,5.0,1
B002QXJ7OY,3.142857142857143,7
B002QYEZK4,4.0,1
B002QZ2AZ0,4.454545454545454,11
B002QZ3XKG,4.454545454545454,11
B002QZ4D5U,4.0,3
B002QZ5Z16,5.0,6
B002QZ7ZBY,4.583333333333333,12
B002QZAPKC,4.125,8
B002R0WJZK,5.0,1
B002R0YIK4,3.0,1
B002R10A3M,5.0,1
B002R11KKO,4.5,4
B002R13LA6,5.0,1
B002R14A6K,3.0,2
B002R1MD6O,5.0,1
B002R1PQZE,4.5,6
B002R1RRUG,4.5,6
B002R1TIIK,5.0,1
B002R1UEOW,1.0,1
B002R38ZQO,3.6666666666666665,15
B002R48MDE,3.7777777777777777,18
B002R5BCWQ,5.0,1
B002R5BCXK,4.0,2
B002R6M4L8,5.0,1
B002R6P7U8,3.4285714285714284,7
B002R6X1K6,4.5,2
B002R72084,5.0,1
B002R79AAK,4.0,1
B002R7CLW4,5.0,1
B002R7U28O,5.0,1
B002R7XUNS,5.0,1
B002R7XYBQ,5.0,1
B002R7ZK8G,5.0,1
B002R7ZPX6,4.5,6
B002R7ZS88,1.0,1
B002R7ZX4M,4.0,2
B002R81A16,1.0,1
B002R81L92,4.428571428571429,84
B002R83IMK,5.0,2
B002R83LW2,4.625,8
B002R83MUS,4.333333333333333,3
B002R83NIY,5.0,1
B002R83NPW,4.6,5
B002R83O2O,5.0,1
B002R86R1Y,3.0,1
B002R882CQ,4.454545454545454,11
B002R899ZA,4.666666666666667,3
B002R89LHQ,4.111111111111111,18
B002R89LOE,3.4615384615384617,13
B002R89LXA,4.0,10
B002R8B6B0,5.0,2
B002R8BTNK,4.0,4
B002R8CQV4,3.5,4
B002R8F2UQ,1.0,1
B002R8IR12,2.3333333333333335,3
B002R8J7YS,4.411214953271028,107
B002R8LYWQ,3.5,4
B002R8MFY2,5.0,1
B002R8SLUY,4.411214953271028,107
B002R8UANK,4.411214953271028,107
B002RAQJXS,5.0,1
B002RAXZNU,4.0,4
B002RAZWDG,4.5,2
B002RAZWTK,5.0,1
B002RB9YWA,1.0,1
B002RBKXMA,5.0,1
B002RBOB1O,3.4705882352941178,17
B002RBOB9G,4.375,8
B002RBOBNW,5.0,1
B002RBOBS2,5.0,3
B002RBOCIQ,4.0,7
B002RBOCV8,5.0,2
B002RBOCZE,4.15625,32
B002RBOD3A,5.0,5
B002RBOE66,4.75,4
B002RBQW20,4.75,4
B002RBRY0Y,4.483870967741935,31
B002RBRY54,4.166666666666667,6
B002RBS12E,5.0,1
B002RBTV78,3.8048780487804876,41
B002RBTVPA,4.3076923076923075,13
B002RBTW2C,4.666666666666667,3
B002RBTWC2,4.0,4
B002RBTWHC,5.0,3
B002RBTX4O,5.0,2
B002RBTX80,4.875,8
B002RBTXL2,4.2105263157894735,19
B002RBTY66,4.416666666666667,12
B002RBTYCA,5.0,2
B002RBTYRK,5.0,4
B002RBTZ6K,5.0,3
B002RC7PMK,5.0,1
B002RC7PSE,4.5,2
B002RCFUDG,5.0,1
B002RCXD3A,4.666666666666667,3
B002RD4SA6,3.0,2
B002RD8SX4,4.333333333333333,3
B002RD8SZC,4.4,5
B002RD8T1A,5.0,2
B002RGKMM6,4.5,2
B002RGKMQM,5.0,1
B002RGOFWE,1.0,2
B002RGOI44,4.363636363636363,11
B002RGQQ0S,3.0,2
B002RGS9EY,4.7,10
B002RGSDOK,5.0,1
B002RGTZ9M,5.0,1
B002RGU2G2,4.916666666666667,12
B002RGU8S4,3.0,2
B002RGUW1W,4.0,4
B002RGWKRQ,4.75,8
B002RIXCOY,4.5,2
B002RIZUQ2,4.0,1
B002RJB2TA,5.0,1
B002RJD1J4,5.0,1
B002RJD2XY,5.0,1
B002RJE6OI,5.0,1
B002RJGFTW,5.0,2
B002RKAWNQ,1.0,1
B002RKGEII,4.333333333333333,6
B002RLD8F4,5.0,1
B002RLZ6TA,5.0,1
B002RM68C8,4.5,4
B002RMHZXE,5.0,2
B002RMLZEY,4.666666666666667,3
B002RMYO9M,5.0,1
B002RNLPYI,2.0,1
B002RNSCZS,4.333333333333333,3
B002RNYAHM,4.111111111111111,9
B002RNYB0I,4.0,7
B002RNYBVM,2.75,4
B002RNYC9I,5.0,4
B002RNYDBU,5.0,6
B002RNZ3PK,3.5714285714285716,14
B002RO70UK,4.166666666666667,12
B002RPFBPU,4.666666666666667,3
B002RPKSXU,5.0,1
B002RRLZQW,3.857142857142857,7
B002RRSDI0,5.0,1
B002RSFL7U,5.0,1
B002RSG8AE,5.0,1
B002RSJ5OU,4.333333333333333,3
B002RSO9UK,5.0,1
B002RSVOLM,3.5384615384615383,52
B002RSYTQO,5.0,3
B002RT2XDO,5.0,1
B002RTB0H4,4.111111111111111,9
B002RTC7AS,3.25,12
B002RTCOZ6,4.0,8
B002RTEA9O,4.6,10
B002RTJHDS,4.5,2
B002RTJHOM,4.666666666666667,3
B002RTK5L6,4.545454545454546,22
B002RTNBSA,4.222222222222222,9
B002RTW5B4,4.25,8
B002RTWOP6,5.0,1
B002RU3GH0,3.74,50
B002RU3UNK,3.0,2
B002RUJ17Y,4.5,14
B002RX7X7G,5.0,5
B002RXG24Q,5.0,1
B002RYQBSM,2.0,1
B002RYVK24,3.0,1
B002RYY23I,5.0,2
B002RYY27Y,3.0,2
B002RYY2BA,4.0,1
B002RYY2G0,5.0,1
B002RYY2RO,4.0,1
B002RYY2YW,4.642857142857143,14
B002RZ1PTQ,3.7142857142857144,7
B002RZ1PYQ,4.75,4
B002RZ1Q3Q,4.571428571428571,7
B002RZ1Q8G,4.416666666666667,12
B002RZ1QBI,3.857142857142857,7
B002RZ1QNG,4.818181818181818,11
B002RZ1QPY,4.75,12
B002RZ1QSQ,4.666666666666667,3
B002RZ2U5O,4.666666666666667,3
B002RZ9VQ0,4.0,1
B002RZAQ1E,4.3,10
B002RZAQ3C,3.875,8
B002RZESDQ,4.0,2
B002S1KPO0,5.0,1
B002S1PX3I,3.6666666666666665,3
B002S2XR3U,4.0,1
B002S2ZUX0,5.0,1
B002S3ZKZW,4.4,5
B002S41YX8,5.0,1
B002S455ZQ,5.0,1
B002S49G5Q,5.0,1
B002S4AQOQ,4.545454545454546,11
B002S4TJ58,3.5,2
B002S55HZS,5.0,1
B002S57QI4,4.0,1
B002S59WIQ,5.0,1
B002S5E9OI,4.4,5
B002S5E9UW,5.0,2
B002S5HJ1I,4.6,15
B002S5K6CW,1.0,1
B002S5LDT2,3.5,2
B002S75AUI,5.0,1
B002S7SM08,4.75,4
B002SA2XI2,5.0,1
B002SAOPHY,5.0,1
B002SAS8B8,5.0,1
B002SB40FA,3.5,4
B002SBD5X8,4.0,7
B002SC5WNS,5.0,1
B002SCD4NI,3.4,5
B002SCDI9I,5.0,5
B002SCF6DO,4.0,4
B002SDPGHY,2.769230769230769,13
B002SDVXWQ,4.545454545454546,11
B002SF035W,4.714285714285714,7
B002SFNAZM,4.5,2
B002SHLJ8U,2.0,3
B002SHLJA8,5.0,1
B002SHNJMO,3.0,1
B002SHPKHQ,5.0,1
B002SHPKMG,5.0,1
B002SHSS4S,3.0,1
B002SHX7S0,5.0,1
B002SHYCQQ,2.8,20
B002SI4USK,3.5,2
B002SI8XOC,1.0,1
B002SI8XQK,5.0,1
B002SIC9M4,5.0,2
B002SICF82,4.25,4
B002SICFE6,5.0,1
B002SIDKPE,5.0,1
B002SIE4VI,1.0,1
B002SIEDKU,4.0,1
B002SIS2T8,5.0,1
B002SJUC04,4.0,1
B002SJUN2G,4.625,8
B002SJUNTE,5.0,2
B002SJUNU8,4.0,1
B002SJWIAG,5.0,1
B002SK5CHQ,5.0,1
B002SKALFE,5.0,1
B002SKH2TM,5.0,1
B002SKVZIQ,4.3076923076923075,13
B002SL65VM,5.0,1
B002SM5K62,5.0,6
B002SMDBFO,3.4,5
B002SN2SZW,4.571428571428571,7
B002SN2TDI,4.571428571428571,7
B002SN2TW4,5.0,1
B002SN2U4G,3.5,16
B002SN8AH2,4.571428571428571,7
B002SN8B8K,2.5,2
B002SNGFTC,3.0,2
B002SNGG8W,3.75,8
B002SO3X0K,1.0,1
B002SOI0E4,4.75,8
B002SOR6UI,2.3333333333333335,3
B002SOR6VM,4.75,8
B002SPSK7A,4.666666666666667,6
B002SQGW7Y,4.25,4
B002SQIRDG,4.5,2
B002SR0EYA,3.25,4
B002SR1FQ6,3.0,1
B002SR5VQQ,5.0,1
B002SRAU80,5.0,1
B002SRPJ9K,4.0,3
B002SRQVC4,2.5,2
B002SRUYL8,3.0,1
B002SRX1PE,4.222222222222222,9
B002SRYRE8,5.0,4
B002SS6HEA,5.0,3
B002SSGOIO,3.5,2
B002SSGONY,3.6666666666666665,3
B002SSGOOS,5.0,1
B002SSIQZI,4.592592592592593,27
B002SSIS9W,4.428571428571429,7
B002SSLBBE,3.0,3
B002STPN9E,2.6,10
B002SUT74K,4.857142857142857,7
B002SUWSAU,2.0,1
B002SV5M2U,3.6666666666666665,3
B002SV5NCO,3.0,1
B002SV5P9A,4.0,2
B002SVAYGY,2.6666666666666665,3
B002SVFO8W,5.0,1
B002SVHT5S,5.0,1
B002SVJI1Q,3.0,1
B002SVX11Y,5.0,5
B002SW0M4C,1.0,1
B002SW1I7M,5.0,1
B002SW7ZOW,3.909090909090909,11
B002SW9J8W,3.0,2
B002SWL1J2,5.0,2
B002SWLOZ8,1.0,1
B002SWNGSQ,5.0,1
B002SWQV5Q,5.0,1
B002SWR5VK,5.0,1
B002SWWNPS,2.0,1
B002SYBN4I,5.0,1
B002SYFJR0,3.0,1
B002SYFJW0,1.0,1
B002SZ9LGY,4.666666666666667,3
B002SZDJNK,4.545454545454546,11
B002SZHWNS,3.1,10
B002SZKGHC,4.5,4
B002SZKI20,4.5,4
B002SZM93Q,2.0,1
B002SZMBUC,5.0,1
B002SZP6BI,5.0,2
B002SZPT92,4.5,4
B002SZPTQU,2.0,1
B002SZPU14,4.666666666666667,3
B002SZPV2M,5.0,1
B002SZRQK2,4.5,4
B002SZRR1A,2.0,1
B002SZRR3S,2.0,1
B002SZRRB0,4.666666666666667,3
B002SZRRCY,4.666666666666667,3
B002SZRREW,4.666666666666667,3
B002SZTRLI,4.5,4
B002SZVM70,3.0,1
B002SZWFWQ,4.0,1
B002SZWG1Q,5.0,2
B002SZWZUS,5.0,1
B002SZX00M,5.0,1
B002SZX9G2,3.0,1
B002SZYFKG,5.0,1
B002SZYPEM,5.0,1
B002SZYQWI,5.0,1
B002SZYZVA,1.0,1
B002SZYZZ6,3.0,4
B002SZZ00U,2.0,1
B002SZZ02S,3.0,2
B002SZZ2B2,5.0,1
B002T012EC,2.6666666666666665,3
B002T08NDA,1.0,1
B002T0EX7U,4.333333333333333,15
B002T0GXNC,3.2222222222222223,117
B002T0IHJ0,3.2222222222222223,117
B002T0IHPO,3.2222222222222223,117
B002T0IIIK,2.5,2
B002T0KDNI,3.2222222222222223,117
B002T0LSQ4,5.0,2
B002T0LTOU,4.0,1
B002T0NWKE,3.2222222222222223,117
B002T0NXK8,3.2222222222222223,117
B002T0SXS0,5.0,1
B002T0X0W4,5.0,1
B002T10E90,2.0,1
B002T11SPE,5.0,2
B002T12K24,5.0,3
B002T165WA,4.25,8
B002T17T4I,5.0,1
B002T1BV5Q,5.0,1
B002T1BVCE,5.0,2
B002T1BVHE,5.0,1
B002T1BVIS,4.0,1
B002T1UPSK,4.0,1
B002T26BZU,5.0,1
B002T27T4M,4.428571428571429,7
B002T4ON3K,3.0,2
B002T4UPF0,5.0,1
B002T4XZR0,3.6666666666666665,3
B002T54AKA,5.0,2
B002T5AU18,4.0,1
B002T5CTOY,3.8,5
B002T5M3RM,5.0,1
B002T5M3WC,5.0,1
B002T5M3XQ,5.0,1
B002T5M458,4.0,1
B002T5MR3M,2.6666666666666665,3
B002T5NQQ4,2.0,1
B002T5PXOW,5.0,1
B002T5TLYA,3.888888888888889,9
B002T5TMNU,4.4,5
B002T5TMWG,3.6666666666666665,9
B002T5TN34,4.75,8
B002T5ZWKM,5.0,1
B002T62G7S,4.0,2
B002T62G9Q,4.5,2
B002T63ESI,3.909090909090909,11
B002T644F0,4.5,4
B002T644GO,4.0,2
B002T684PQ,5.0,3
B002T6RGAK,5.0,1
B002T6X46K,4.5,2
B002T8XW6K,3.7777777777777777,9
B002T8XW6U,3.7777777777777777,9
B002T93SPY,5.0,1
B002T9F6B8,4.916666666666667,12
B002T9GRNO,3.6666666666666665,3
B002T9J5XI,5.0,1
B002TAAO4G,5.0,1
B002TAAOYG,2.5,2
B002TAAV12,4.0,1
B002TAAV5S,2.0,1
B002TACHPK,5.0,1
B002TACPZW,5.0,1
B002TAEBKE,4.0,1
B002TAEGHC,4.0,4
B002TAFS8S,5.0,1
B002TAHPQQ,5.0,1
B002TAHQXS,5.0,2
B002TAHU1G,5.0,2
B002TAJJHE,4.0,1
B002TCB1YQ,5.0,1
B002TDA8T4,4.2,5
B002TDK0VK,3.3333333333333335,3
B002TDTJVC,5.0,1
B002TDWRVG,4.0,1
B002TDYKW0,4.0,4
B002TDYQOW,5.0,1
B002TE9VXM,5.0,8
B002TEEUT2,5.0,1
B002TGSZ2S,3.6,5
B002TIR38I,3.933333333333333,15
B002TIR3BU,4.090909090909091,11
B002TIS99U,3.6666666666666665,3
B002TISHRE,4.666666666666667,3
B002TIU7XG,4.346153846153846,26
B002TIUWD6,3.75,4
B002TIY41C,4.529411764705882,17
B002TJ84TE,5.0,1
B002TJDMPU,3.0,1
B002TJE8A8,1.0,1
B002TJE984,3.0,6
B002TJE9A2,1.0,1
B002TJFOCO,5.0,1
B002TJLHBQ,5.0,2
B002TJTTDO,5.0,2
B002TJVFFE,4.333333333333333,3
B002TJWHZ6,3.5454545454545454,11
B002TK36LE,5.0,5
B002TK4X6Q,4.0,1
B002TK4XJS,5.0,1
B002TK8KLK,5.0,1
B002TKAQKS,3.0,2
B002TKCFCA,5.0,1
B002TKCFCK,5.0,1
B002TKEQ9K,4.0,1
B002TKI3T4,5.0,2
B002TKQ0VW,5.0,1
B002TKX5RO,5.0,1
B002TLTTKK,5.0,1
B002TLTTKU,5.0,1
B002TM37RU,5.0,4
B002TM37TS,5.0,4
B002TM38H4,5.0,4
B002TM38MY,5.0,1
B002TM39D2,5.0,2
B002TM39EQ,4.0,1
B002TM533Q,5.0,4
B002TM53ZE,4.0,2
B002TM541C,5.0,2
B002TM5458,3.9315068493150687,73
B002TM6IIK,4.75,4
B002TM6INK,5.0,1
B002TM6IUS,1.0,1
B002TM8AJU,5.0,1
B002TM8B76,5.0,1
B002TMA8W2,5.0,4
B002TMA98U,2.5,2
B002TMA9H6,5.0,3
B002TMBYU2,5.0,4
B002TMC0FA,1.0,1
B002TMCALE,5.0,1
B002TMFMTQ,4.0,1
B002TMJDEG,5.0,2
B002TML3J4,4.0,1
B002TMR72G,5.0,1
B002TMSEKU,2.0,1
B002TMSNWO,5.0,1
B002TMTP12,4.0,1
B002TMUVGA,1.0,1
B002TMV34E,3.9,100
B002TMV3CG,4.00990099009901,101
B002TMV3E4,4.083333333333333,96
B002TMV3GC,3.8773584905660377,106
B002TMXWCK,5.0,1
B002TN02NG,4.1875,16
B002TN02XG,5.0,5
B002TN0EKW,5.0,2
B002TN3WBA,4.0,1
B002TN3WR4,3.75,4
B002TN49F8,4.088235294117647,102
B002TNJLVA,4.0,5
B002TO1H70,5.0,1
B002TO3ILS,4.5,2
B002TO3K6Q,4.0,1
B002TO7OY0,3.0,2
B002TO7P8A,1.0,1
B002TO9KY2,4.625,8
B002TO9MZO,5.0,2
B002TOEMWW,4.069767441860465,43
B002TOMNGO,4.25,4
B002TOMNHI,4.333333333333333,3
B002TOMOSQ,5.0,1
B002TOOGNW,3.6666666666666665,3
B002TOPDC0,5.0,1
B002TOPOLK,3.909090909090909,22
B002TP7QQU,2.5,2
B002TPXFR4,1.0,1
B002TR5UPC,2.5,2
B002TRBNOO,3.5,6
B002TRFK8O,5.0,2
B002TRI26G,5.0,1
B002TRJGUM,5.0,1
B002TRR9AG,4.5,8
B002TRV76I,1.0,1
B002TRVENY,4.4,5
B002TS155A,2.5,2
B002TS53GC,5.0,3
B002TSA90C,2.923076923076923,13
B002TSA91G,3.721212121212121,165
B002TSA91Q,3.721212121212121,165
B002TSEWUK,5.0,1
B002TSG10O,5.0,1
B002TSHYSW,4.232558139534884,43
B002TSIFBM,5.0,2
B002TSJZKW,4.0,1
B002TT46DM,5.0,4
B002TT8BKG,5.0,2
B002TT9JSE,5.0,2
B002TUU1RG,5.0,3
B002TV7H8G,5.0,1
B002TW1Q4G,4.0,1
B002TW4J4A,4.0,2
B002TW7438,3.0,8
B002TWAIPE,5.0,1
B002TWY6NO,5.0,1
B002TWZRLO,4.5,16
B002TX1848,3.0,1
B002TX2QZS,5.0,1
B002TXF5J2,5.0,2
B002TXF5PQ,4.5,4
B002TXF5WY,4.5,2
B002TXF62S,4.125,8
B002TXF6AU,2.0,1
B002TXF6QY,5.0,1
B002TXFWBS,5.0,1
B002TXFXT4,5.0,1
B002TXGV8G,3.7142857142857144,7
B002TXGVIQ,4.818181818181818,11
B002TXGVPE,4.0,4
B002TXGVZ4,5.0,2
B002TXGWAI,5.0,2
B002TXMZ0O,3.0,2
B002TXOZ8E,5.0,1
B002TXT502,4.757894736842105,95
B002TXT50W,4.8,25
B002TY41QO,3.642857142857143,14
B002TY7LL6,5.0,1
B002TZJDHU,2.6666666666666665,3
B002TZP7LG,4.0,1
B002TZQXGE,5.0,3
B002U1DX2E,5.0,1
B002U1DX6A,5.0,1
B002U1DX88,5.0,1
B002U1HU7S,5.0,4
B002U1HUBO,2.3333333333333335,3
B002U1JJKE,4.0,1
B002U1QGFU,2.391304347826087,23
B002U1VYXY,4.8125,16
B002U1XOG4,3.0,10
B002U20QLY,5.0,1
B002U224LY,2.0,2
B002U22WRU,4.666666666666667,3
B002U24E0I,4.0,1
B002U24I2C,5.0,1
B002U24W6Y,3.5,2
B002U283NC,4.0,1
B002U2CDE2,4.0,1
B002U2IPJ4,5.0,1
B002U2MII8,5.0,1
B002U2NZYE,4.0,3
B002U33K5W,5.0,2
B002U3GVZI,5.0,1
B002U3IJ2Q,3.0,2
B002U3QNE2,5.0,1
B002U3S3V8,1.0,1
B002U3Y5K6,4.0,1
B002U49JXI,4.5,2
